Dates,price,P_B,P_S,P_FCF,P_EPS,P_EBITDA,EV_FCFF,EV_B,LTDebt_EV,EV_EBITDA,DPS,DPR
4/18/2016,26.87,4.5135,2.6477,10.7744,11.9379,7.6754,7.8126,3.3948,15.6644,8.739,0.13,23.1343
4/19/2016,26.728,4.4896,2.6336,10.7173,11.8746,7.6347,7.7569,3.3706,15.777,8.6767,0.13,23.1343
4/20/2016,26.783,4.4988,2.639,10.7393,11.899,7.6504,7.7784,3.3799,15.7334,8.7007,0.13,23.1343
4/21/2016,26.493,4.4501,2.6105,10.623,11.7702,7.5676,7.6649,3.3306,15.9663,8.5738,0.13,23.1343
4/22/2016,26.42,4.438,2.6033,10.594,11.738,7.5469,7.6366,3.3183,16.0256,8.5421,0.13,23.1343
4/25/2016,26.27,4.4128,2.5885,10.5338,11.6713,7.504,7.5779,3.2928,16.1497,8.4764,0.13,23.1343
4/26/2016,26.088,4.3821,2.5706,10.4606,11.5902,7.4519,7.5065,3.2618,16.3033,8.3966,0.13,23.1343
4/27/2016,24.455,4.1079,2.4097,9.806,10.8649,6.9856,6.7519,2.9339,18.1254,7.5525,0.13,23.1343
4/28/2016,23.708,3.9823,2.336,9.5063,10.5328,6.7721,6.463,2.8083,18.9356,7.2293,0.13,23.1343
4/29/2016,23.435,3.9365,2.3092,9.397,10.4118,6.6942,6.3577,2.7626,19.2493,7.1115,0.13,23.1343
5/2/2016,23.41,3.9323,2.3067,9.387,10.4007,6.6871,6.348,2.7584,19.2786,7.1007,0.13,23.1343
5/3/2016,23.795,3.997,2.3447,9.5414,10.5717,6.7971,6.4968,2.823,18.837,7.2672,0.13,23.1343
5/4/2016,23.548,3.9554,2.3203,9.4421,10.4617,6.7264,6.4011,2.7815,19.1185,7.1602,0.13,23.1343
5/5/2016,23.31,3.9155,2.2969,9.3469,10.3562,6.6585,6.3093,2.7416,19.3967,7.0575,0.13,23.1343
5/6/2016,23.18,3.8937,2.2841,9.2948,10.2985,6.6214,6.2591,2.7198,19.5524,7.0013,0.13,23.1343
5/9/2016,23.198,3.8966,2.2858,9.3018,10.3063,6.6264,6.2659,2.7227,19.5313,7.0088,0.13,23.1343
5/10/2016,23.355,3.9231,2.3013,9.365,10.3762,6.6714,6.3267,2.7491,19.3434,7.0769,0.13,23.1343
5/11/2016,23.128,3.8849,2.2789,9.2737,10.2752,6.6064,6.2388,2.7109,19.616,6.9786,0.13,23.1343
5/12/2016,22.585,3.7938,2.2254,9.0562,10.0341,6.4514,6.0291,2.6198,20.2982,6.744,0.13,23.1343
5/13/2016,22.63,3.8013,2.2299,9.0742,10.0541,6.4643,6.0465,2.6274,20.2398,6.7635,0.13,23.1343
5/16/2016,23.47,3.9424,2.3126,9.4111,10.4273,6.7042,6.3712,2.7685,19.2084,7.1267,0.13,23.1343
5/17/2016,23.373,3.926,2.303,9.372,10.384,6.6764,6.3335,2.7521,19.3227,7.0845,0.13,23.1343
5/18/2016,23.64,3.971,2.3294,9.4792,10.5028,6.7528,6.4369,2.797,19.0123,7.2002,0.13,23.1343
5/19/2016,23.55,3.9559,2.3205,9.4431,10.4629,6.7271,6.4021,2.7819,19.1156,7.1612,0.13,23.1343
5/20/2016,23.805,3.9987,2.3456,9.5454,10.5762,6.7999,6.5007,2.8247,18.8258,7.2715,0.13,23.1343
5/23/2016,24.108,4.0495,2.3755,9.6667,10.7105,6.8863,6.6176,2.8755,18.4932,7.4023,0.13,23.1343
5/24/2016,24.475,4.1112,2.4117,9.8141,10.8738,6.9913,6.7596,2.9372,18.1046,7.5611,0.13,23.1343
5/25/2016,24.905,4.1835,2.454,9.9865,11.0649,7.1141,6.9258,3.0095,17.6702,7.7471,0.13,23.1343
5/26/2016,25.103,4.2166,2.4735,10.0657,11.1526,7.1705,7.0021,3.0426,17.4775,7.8324,0.13,23.1343
5/27/2016,25.088,4.2141,2.472,10.0597,11.1459,7.1663,6.9963,3.0401,17.492,7.826,0.13,23.1343
5/30/2016,25.088,4.2141,2.472,10.0597,11.1459,7.1663,6.9963,3.0401,17.492,7.826,0.13,23.1343
5/31/2016,24.965,4.1935,2.46,10.0105,11.0915,7.1313,6.949,3.0195,17.6112,7.773,0.13,23.1343
6/1/2016,24.615,4.1348,2.4255,9.8702,10.936,7.0313,6.8137,2.9608,17.9608,7.6217,0.13,23.1343
6/2/2016,24.43,4.1037,2.4072,9.796,10.8538,6.9784,6.7422,2.9297,18.1513,7.5417,0.13,23.1343
6/3/2016,24.48,4.1121,2.4122,9.8161,10.876,6.9927,6.7615,2.9381,18.0994,7.5633,0.13,23.1343
6/6/2016,24.658,4.1419,2.4297,9.8872,10.9549,7.0434,6.8301,2.9679,17.9177,7.64,0.13,23.1343
6/7/2016,24.758,4.1587,2.4395,9.9273,10.9993,7.072,6.8688,2.9847,17.8168,7.6833,0.13,23.1343
6/8/2016,24.735,4.1549,2.4373,9.9183,10.9893,7.0656,6.8601,2.9809,17.8394,7.6736,0.13,23.1343
6/9/2016,24.913,4.1847,2.4548,9.9895,11.0682,7.1163,6.9287,3.0107,17.6628,7.7503,0.13,23.1343
6/10/2016,24.708,4.1503,2.4346,9.9073,10.9771,7.0577,6.8495,2.9763,17.8671,7.6617,0.13,23.1343
6/13/2016,24.335,4.0877,2.3979,9.7579,10.8116,6.9513,6.7055,2.9137,18.2507,7.5006,0.13,23.1343
6/14/2016,24.365,4.0928,2.4008,9.7699,10.825,6.9599,6.7171,2.9188,18.2192,7.5136,0.13,23.1343
6/15/2016,24.285,4.0793,2.3929,9.7379,10.7894,6.937,6.6862,2.9053,18.3035,7.479,0.13,23.1343
6/16/2016,24.388,4.0965,2.403,9.779,10.8349,6.9663,6.7258,2.9225,18.1957,7.5233,0.13,23.1343
6/17/2016,23.833,4.0033,2.3484,9.5564,10.5884,6.8078,6.5113,2.8293,18.7951,7.2834,0.13,23.1343
6/20/2016,23.775,3.9937,2.3427,9.5334,10.5628,6.7913,6.4891,2.8197,18.8595,7.2585,0.13,23.1343
6/21/2016,23.978,4.0277,2.3626,9.6146,10.6528,6.8492,6.5673,2.8537,18.6347,7.3461,0.13,23.1343
6/22/2016,23.888,4.0126,2.3538,9.5785,10.6128,6.8235,6.5325,2.8386,18.7339,7.3072,0.13,23.1343
6/23/2016,24.025,4.0356,2.3673,9.6336,10.6739,6.8628,6.5857,2.8617,18.5828,7.3666,0.13,23.1343
6/24/2016,23.35,3.9807,2.3515,10.2033,10.8992,7.008,7.0569,2.8845,18.8871,7.6366,0.13,23.1343
6/27/2016,23.01,3.9227,2.3173,10.0547,10.7405,6.9059,6.9129,2.8256,19.2806,7.4807,0.1425,24.7798
6/28/2016,23.398,3.9888,2.3563,10.2241,10.9214,7.0222,7.077,2.8927,18.8334,7.6584,0.1425,24.7798
6/29/2016,23.6,4.0233,2.3767,10.3126,11.0159,7.083,7.1628,2.9278,18.6078,7.7512,0.1425,24.7798
6/30/2016,23.9,4.0745,2.4069,10.4436,11.1559,7.1731,7.2899,2.9797,18.2835,7.8887,0.1425,24.7798
7/1/2016,23.973,4.0868,2.4142,10.4753,11.1898,7.1948,7.3206,2.9923,18.2068,7.9219,0.1425,24.7798
7/4/2016,23.973,4.0868,2.4142,10.4753,11.1898,7.1948,7.3206,2.9923,18.2068,7.9219,0.1425,24.7798
7/5/2016,23.748,4.0485,2.3915,10.377,11.0847,7.1273,7.2253,2.9533,18.4469,7.8188,0.1425,24.7798
7/6/2016,23.883,4.0715,2.4051,10.436,11.1478,7.1678,7.2824,2.9767,18.3021,7.8807,0.1425,24.7798
7/7/2016,23.985,4.089,2.4155,10.4808,11.1956,7.1986,7.3259,2.9944,18.1936,7.9277,0.1425,24.7798
7/8/2016,24.17,4.1205,2.4341,10.5616,11.2819,7.2541,7.4042,3.0265,18.001,8.0125,0.1425,24.7798
7/11/2016,24.245,4.1333,2.4416,10.5944,11.317,7.2766,7.436,3.0395,17.9241,8.0469,0.1425,24.7798
7/12/2016,24.355,4.152,2.4527,10.6425,11.3683,7.3096,7.4826,3.0585,17.8125,8.0973,0.1425,24.7798
7/13/2016,24.218,4.1286,2.4389,10.5824,11.3041,7.2684,7.4243,3.0347,17.9523,8.0343,0.1425,24.7798
7/14/2016,24.698,4.2104,2.4872,10.7921,11.5282,7.4124,7.6277,3.1178,17.4737,8.2543,0.1425,24.7798
7/15/2016,24.695,4.21,2.487,10.791,11.527,7.4117,7.6266,3.1174,17.4761,8.2531,0.1425,24.7798
7/18/2016,24.958,4.2547,2.5134,10.9057,11.6495,7.4904,7.7378,3.1628,17.225,8.3735,0.1425,24.7798
7/19/2016,24.968,4.2564,2.5144,10.9101,11.6542,7.4934,7.742,3.1646,17.2156,8.378,0.1425,24.7798
7/20/2016,24.99,4.2603,2.5167,10.9199,11.6647,7.5002,7.7516,3.1684,17.1944,8.3884,0.1425,24.7798
7/21/2016,24.858,4.2377,2.5033,10.862,11.6029,7.4604,7.6954,3.1455,17.3198,8.3276,0.1425,24.7798
7/22/2016,24.665,4.2049,2.4839,10.7779,11.513,7.4027,7.6139,3.1122,17.5053,8.2394,0.1425,24.7798
7/25/2016,24.335,4.1486,2.4507,10.6337,11.359,7.3036,7.4741,3.055,17.8327,8.0881,0.1425,24.7798
7/26/2016,24.168,4.1201,2.4338,10.5605,11.2808,7.2533,7.4032,3.026,18.0036,8.0113,0.1425,24.7798
7/27/2016,25.738,4.3877,2.592,11.2466,12.0136,7.7245,7.8911,3.2255,16.8904,8.5393,0.1425,24.7798
7/28/2016,26.085,4.447,2.6269,11.3984,12.1758,7.8288,8.0359,3.2847,16.586,8.6961,0.1425,24.7798
7/29/2016,26.053,4.4414,2.6237,11.3842,12.1607,7.8191,8.0224,3.2791,16.614,8.6814,0.1425,24.7798
8/1/2016,26.513,4.5198,2.67,11.5852,12.3754,7.9571,8.214,3.3575,16.2263,8.8888,0.1425,24.7798
8/2/2016,26.12,4.4529,2.6305,11.4137,12.1922,7.8393,8.0505,3.2906,16.556,8.7118,0.1425,24.7798
8/3/2016,26.448,4.5088,2.6635,11.5568,12.345,7.9376,8.187,3.3464,16.28,8.8595,0.1425,24.7798
8/4/2016,26.468,4.5122,2.6655,11.5656,12.3544,7.9436,8.1953,3.3498,16.2634,8.8685,0.1425,24.7798
8/5/2016,26.87,4.5808,2.706,11.7415,12.5422,8.0644,8.363,3.4184,15.9373,9.05,0.1425,24.7798
8/8/2016,27.093,4.6187,2.7284,11.8387,12.6461,8.1312,8.4557,3.4563,15.7625,9.1504,0.1425,24.7798
8/9/2016,27.203,4.6375,2.7395,11.8867,12.6974,8.1642,8.5016,3.475,15.6775,9.2,0.1425,24.7798
8/10/2016,27,4.6029,2.7191,11.7983,12.6029,8.1035,8.4172,3.4405,15.8347,9.1087,0.1425,24.7798
8/11/2016,26.983,4.6,2.7173,11.7906,12.5948,8.0982,8.4099,3.4375,15.8484,9.1008,0.1425,24.7798
8/12/2016,27.045,4.6106,2.7236,11.8179,12.6239,8.117,8.4359,3.4482,15.7995,9.129,0.1425,24.7798
8/15/2016,27.37,4.666,2.7564,11.9599,12.7756,8.2145,8.5714,3.5035,15.5499,9.2755,0.1425,24.7798
8/16/2016,27.345,4.6618,2.7538,11.949,12.764,8.207,8.561,3.4993,15.5688,9.2642,0.1425,24.7798
8/17/2016,27.305,4.6549,2.7498,11.9315,12.7453,8.195,8.5443,3.4925,15.5992,9.2462,0.1425,24.7798
8/18/2016,27.27,4.649,2.7463,11.9162,12.729,8.1845,8.5297,3.4865,15.6258,9.2304,0.1425,24.7798
8/19/2016,27.34,4.6609,2.7533,11.9468,12.7616,8.2055,8.5589,3.4984,15.5726,9.262,0.1425,24.7798
8/22/2016,27.128,4.6247,2.7319,11.854,12.6624,8.1417,8.4703,3.4622,15.7354,9.1662,0.1425,24.7798
8/23/2016,27.213,4.6392,2.7405,11.8911,12.7021,8.1672,8.5057,3.4767,15.6698,9.2045,0.1425,24.7798
8/24/2016,27.008,4.6042,2.7199,11.8015,12.6064,8.1057,8.4203,3.4418,15.8288,9.112,0.1425,24.7798
8/25/2016,26.893,4.5846,2.7083,11.7513,12.5527,8.0712,8.3724,3.4222,15.9194,9.0602,0.1425,24.7798
8/26/2016,26.735,4.5578,2.6924,11.6825,12.4792,8.0239,8.3068,3.3954,16.0452,8.9892,0.1425,24.7798
8/29/2016,26.705,4.5527,2.6894,11.6694,12.4652,8.0149,8.2943,3.3903,16.0694,8.9756,0.1425,24.7798
8/30/2016,26.5,4.5177,2.6687,11.5798,12.3695,7.9534,8.2088,3.3554,16.2366,8.8832,0.1425,24.7798
8/31/2016,26.525,4.522,2.6713,11.5907,12.3812,7.9609,8.2193,3.3596,16.216,8.8945,0.1425,24.7798
9/1/2016,26.683,4.5488,2.6871,11.6595,12.4547,8.0082,8.2849,3.3864,16.0876,8.9655,0.1425,24.7798
9/2/2016,26.933,4.5914,2.7123,11.7688,12.5714,8.0832,8.3891,3.429,15.8878,9.0782,0.1425,24.7798
9/5/2016,26.933,4.5914,2.7123,11.7688,12.5714,8.0832,8.3891,3.429,15.8878,9.0782,0.1425,24.7798
9/6/2016,26.925,4.5902,2.7115,11.7655,12.5679,8.0809,8.3859,3.4277,15.8937,9.0748,0.1425,24.7798
9/7/2016,27.09,4.6183,2.7282,11.8376,12.6449,8.1305,8.4547,3.4558,15.7645,9.1492,0.1425,24.7798
9/8/2016,26.38,4.4973,2.6567,11.5273,12.3135,7.9174,8.1588,3.3349,16.3361,8.8291,0.1425,24.7798
9/9/2016,25.783,4.3954,2.5965,11.2662,12.0346,7.7381,7.9099,3.2331,16.8503,8.5596,0.1425,24.7798
9/12/2016,26.36,4.4938,2.6546,11.5186,12.3042,7.9114,8.1505,3.3315,16.3528,8.8201,0.1425,24.7798
9/13/2016,26.988,4.6008,2.7178,11.7928,12.5971,8.0997,8.412,3.4384,15.8445,9.103,0.1425,24.7798
9/14/2016,27.943,4.7636,2.814,12.2101,13.0429,8.3863,8.8099,3.6011,15.1288,9.5337,0.1425,24.7798
9/15/2016,28.893,4.9256,2.9097,12.6252,13.4863,8.6714,9.2058,3.7629,14.4782,9.9621,0.1425,24.7798
9/16/2016,28.73,4.8979,2.8933,12.5542,13.4104,8.6227,9.1381,3.7352,14.5855,9.8888,0.1425,24.7798
9/19/2016,28.395,4.8408,2.8596,12.4078,13.2541,8.5221,8.9985,3.6781,14.8118,9.7377,0.1425,24.7798
9/20/2016,28.393,4.8403,2.8593,12.4067,13.2529,8.5214,8.9975,3.6777,14.8135,9.7366,0.1425,24.7798
9/21/2016,28.388,4.8395,2.8588,12.4046,13.2506,8.5199,8.9954,3.6769,14.8169,9.7343,0.1425,24.7798
9/22/2016,28.655,4.8851,2.8858,12.5215,13.3754,8.6002,9.1069,3.7224,14.6355,9.855,0.1425,24.7798
9/23/2016,28.178,4.6896,2.8658,11.6532,13.6325,8.7699,8.4317,3.5617,16.5128,9.998,0.1425,24.7798
9/26/2016,28.22,4.6967,2.8702,11.6708,13.653,8.7831,8.4486,3.5688,16.4798,10.018,0.1425,26.1891
9/27/2016,28.273,4.7054,2.8755,11.6925,13.6784,8.7995,8.4695,3.5776,16.4391,10.0428,0.1425,26.1891
9/28/2016,28.488,4.7412,2.8974,11.7814,13.7824,8.8664,8.555,3.6138,16.2748,10.1442,0.1425,26.1891
9/29/2016,28.045,4.6676,2.8524,11.5984,13.5684,8.7287,8.379,3.5394,16.6167,9.9355,0.1425,26.1891
9/30/2016,28.263,4.7038,2.8745,11.6884,13.6736,8.7964,8.4655,3.5759,16.4469,10.0381,0.1425,26.1891
10/3/2016,28.13,4.6817,2.861,11.6336,13.6095,8.7551,8.4128,3.5537,16.5499,9.9756,0.1425,26.1891
10/4/2016,28.25,4.7017,2.8732,11.6832,13.6675,8.7925,8.4606,3.5738,16.4565,10.0322,0.1425,26.1891
10/5/2016,28.263,4.7038,2.8745,11.6884,13.6736,8.7964,8.4655,3.5759,16.4469,10.0381,0.1425,26.1891
10/6/2016,28.473,4.7387,2.8959,11.7752,13.7752,8.8617,8.5491,3.6112,16.2861,10.1372,0.1425,26.1891
10/7/2016,28.515,4.7458,2.9002,11.7928,13.7957,8.8749,8.566,3.6184,16.254,10.1572,0.1425,26.1891
10/10/2016,29.013,4.8286,2.9508,11.9985,14.0364,9.0298,8.7639,3.702,15.8869,10.3919,0.1425,26.1891
10/11/2016,29.075,4.839,2.9571,12.0244,14.0667,9.0492,8.7888,3.7125,15.8419,10.4214,0.1425,26.1891
10/12/2016,29.335,4.8823,2.9836,12.1319,14.1925,9.1302,8.8922,3.7562,15.6576,10.5441,0.1425,26.1891
10/13/2016,29.245,4.8673,2.9744,12.0947,14.1489,9.1022,8.8564,3.7411,15.7209,10.5016,0.1425,26.1891
10/14/2016,29.408,4.8943,2.9909,12.1619,14.2275,9.1527,8.9211,3.7684,15.607,10.5783,0.1425,26.1891
10/17/2016,29.388,4.891,2.9889,12.1536,14.2179,9.1465,8.9131,3.765,15.6209,10.5688,0.1425,26.1891
10/18/2016,29.368,4.8877,2.9869,12.1453,14.2082,9.1403,8.9052,3.7616,15.6349,10.5594,0.1425,26.1891
10/19/2016,29.28,4.8731,2.978,12.1092,14.1659,9.113,8.8704,3.7469,15.6963,10.5181,0.1425,26.1891
10/20/2016,29.265,4.8706,2.9765,12.1029,14.1586,9.1084,8.8644,3.7444,15.7068,10.511,0.1425,26.1891
10/21/2016,29.15,4.8515,2.9648,12.0554,14.103,9.0726,8.8186,3.7251,15.7883,10.4568,0.1425,26.1891
10/24/2016,29.413,4.8952,2.9915,12.164,14.23,9.1543,8.9231,3.7692,15.6035,10.5806,0.1425,26.1891
10/25/2016,29.563,4.9201,3.0067,12.226,14.3025,9.201,8.9827,3.7944,15.4999,10.6514,0.1425,26.1891
10/26/2016,28.898,4.8095,2.9391,11.951,13.9808,8.994,8.5984,3.6321,16.1927,10.1957,0.1425,26.1891
10/27/2016,28.62,4.7633,2.9109,11.8362,13.8465,8.9076,8.4891,3.5859,16.4011,10.0661,0.1425,26.1891
10/28/2016,28.43,4.7316,2.8915,11.7576,13.7546,8.8485,8.4143,3.5543,16.5469,9.9774,0.1425,26.1891
10/31/2016,28.385,4.7242,2.887,11.739,13.7329,8.8345,8.3966,3.5468,16.5818,9.9564,0.1425,26.1891
11/1/2016,27.873,4.6389,2.8348,11.5271,13.4849,8.675,8.1948,3.4616,16.9901,9.7171,0.1425,26.1891
11/2/2016,27.898,4.643,2.8374,11.5374,13.497,8.6828,8.2047,3.4658,16.9697,9.7288,0.1425,26.1891
11/3/2016,27.458,4.5698,2.7926,11.3554,13.2841,8.5458,8.0315,3.3926,17.3358,9.5234,0.1425,26.1891
11/4/2016,27.21,4.5286,2.7674,11.2531,13.1644,8.4688,7.934,3.3514,17.5487,9.4078,0.1425,26.1891
11/7/2016,27.603,4.5939,2.8074,11.4154,13.3543,8.5909,8.0885,3.4167,17.2134,9.5911,0.1425,26.1891
11/8/2016,27.765,4.621,2.8239,11.4826,13.4329,8.6415,8.1525,3.4437,17.0783,9.6669,0.1425,26.1891
11/9/2016,27.72,4.6135,2.8193,11.464,13.4111,8.6275,8.1348,3.4362,17.1155,9.6459,0.1425,26.1891
11/10/2016,26.948,4.4849,2.7407,11.1445,13.0374,8.3871,7.8307,3.3078,17.7803,9.2853,0.1425,26.1891
11/11/2016,27.108,4.5115,2.757,11.2107,13.1148,8.4369,7.8936,3.3344,17.6384,9.36,0.1425,26.1891
11/14/2016,26.428,4.3984,2.6879,10.9295,12.7858,8.2252,7.6259,3.2213,18.2576,9.0425,0.1425,26.1891
11/15/2016,26.778,4.4566,2.7235,11.0742,12.9551,8.3342,7.7637,3.2795,17.9336,9.2059,0.1425,26.1891
11/16/2016,27.498,4.5764,2.7967,11.372,13.3035,8.5583,8.0472,3.3992,17.3018,9.5421,0.1425,26.1891
11/17/2016,27.488,4.5748,2.7957,11.3678,13.2986,8.5552,8.0433,3.3976,17.3103,9.5374,0.1425,26.1891
11/18/2016,27.515,4.5794,2.7985,11.3792,13.3119,8.5637,8.0541,3.4021,17.287,9.5502,0.1425,26.1891
11/21/2016,27.933,4.6488,2.8409,11.5519,13.5139,8.6937,8.2185,3.4716,16.9413,9.7451,0.1425,26.1891
11/22/2016,27.95,4.6518,2.8427,11.5591,13.5224,8.6991,8.2254,3.4745,16.9271,9.7533,0.1425,26.1891
11/23/2016,27.808,4.628,2.8282,11.5002,13.4535,8.6547,8.1693,3.4508,17.0433,9.6868,0.1425,26.1891
11/24/2016,27.808,4.628,2.8282,11.5002,13.4535,8.6547,8.1693,3.4508,17.0433,9.6868,0.1425,26.1891
11/25/2016,27.948,4.6513,2.8425,11.5581,13.5212,8.6983,8.2244,3.4741,16.9291,9.7521,0.1425,26.1891
11/28/2016,27.893,4.6422,2.8369,11.5353,13.4946,8.6812,8.2027,3.4649,16.9738,9.7265,0.1425,26.1891
11/29/2016,27.865,4.6376,2.8341,11.524,13.4813,8.6726,8.1919,3.4604,16.9962,9.7136,0.1425,26.1891
11/30/2016,27.63,4.5985,2.8102,11.4268,13.3676,8.5995,8.0994,3.4213,17.1904,9.6039,0.1425,26.1891
12/1/2016,27.373,4.5556,2.784,11.3203,13.243,8.5194,7.998,3.3784,17.4083,9.4837,0.1425,26.1891
12/2/2016,27.475,4.5727,2.7944,11.3627,13.2926,8.5513,8.0383,3.3955,17.3209,9.5316,0.1425,26.1891
12/5/2016,27.278,4.5398,2.7743,11.281,13.197,8.4898,7.9606,3.3626,17.4901,9.4394,0.1425,26.1891
12/6/2016,27.488,4.5748,2.7957,11.3678,13.2986,8.5552,8.0433,3.3976,17.3103,9.5374,0.1425,26.1891
12/7/2016,27.758,4.6197,2.8231,11.4795,13.4293,8.6392,8.1496,3.4425,17.0845,9.6634,0.1425,26.1891
12/8/2016,28.03,4.6651,2.8508,11.5922,13.5611,8.724,8.2569,3.4878,16.8625,9.7907,0.1425,26.1891
12/9/2016,28.488,4.7412,2.8974,11.7814,13.7824,8.8664,8.437,3.5639,16.5025,10.0042,0.1425,26.1891
12/12/2016,28.325,4.7142,2.8808,11.7142,13.7038,8.8158,8.373,3.5369,16.6286,9.9284,0.1425,26.1891
12/13/2016,28.798,4.7928,2.9289,11.9096,13.9324,8.9629,8.559,3.6154,16.2672,10.149,0.1425,26.1891
12/14/2016,28.798,4.7928,2.9289,11.9096,13.9324,8.9629,8.559,3.6154,16.2672,10.149,0.1425,26.1891
12/15/2016,28.955,4.819,2.9449,11.9747,14.0086,9.0119,8.621,3.6416,16.1502,10.2225,0.1425,26.1891
12/16/2016,28.993,4.8253,2.9487,11.9903,14.0268,9.0236,8.6358,3.6479,16.1226,10.24,0.1425,26.1891
12/19/2016,29.16,4.8531,2.9658,12.0595,14.1078,9.0757,8.7018,3.6757,16.0004,10.3182,0.1425,26.1891
12/20/2016,29.238,4.866,2.9737,12.0916,14.1453,9.0998,8.7323,3.6886,15.9445,10.3544,0.1425,26.1891
12/21/2016,29.265,4.8706,2.9765,12.1029,14.1586,9.1084,8.7431,3.6932,15.9247,10.3672,0.1425,26.1891
12/22/2016,29.073,4.8386,2.9569,12.0233,14.0655,9.0485,8.6673,3.6612,16.064,10.2774,0.1425,26.1891
12/23/2016,29.13,4.8481,2.9627,12.0471,14.0933,9.0664,8.6899,3.6707,16.0221,10.3042,0.1425,26.1891
12/26/2016,29.13,4.8481,2.9627,12.0471,14.0933,9.0664,8.6899,3.6707,16.0221,10.3042,0.1425,26.1891
12/27/2016,29.315,4.8789,2.9815,12.1236,14.1828,9.1239,8.7628,3.7015,15.8889,10.3906,0.1425,26.1891
12/28/2016,29.19,4.8581,2.9688,12.0719,14.1223,9.085,8.7136,3.6807,15.9787,10.3322,0.1425,26.1891
12/29/2016,29.183,4.8569,2.9681,12.0688,14.1187,9.0827,8.7106,3.6795,15.9841,10.3287,0.1425,26.1891
12/30/2016,28.955,4.5977,2.8621,11.7084,13.787,8.9474,8.4379,3.4674,16.0238,10.1521,0.1425,26.1891
1/2/2017,28.955,4.5977,2.8621,11.7084,13.787,8.9474,8.4379,3.4674,16.0238,10.1521,0.1425,26.7798
1/3/2017,29.038,4.6108,2.8702,11.7418,13.8263,8.9729,8.4702,3.4807,15.9626,10.191,0.1425,26.7798
1/4/2017,29.005,4.6056,2.867,11.7286,13.8108,8.9628,8.4575,3.4754,15.9867,10.1757,0.1425,26.7798
1/5/2017,29.153,4.629,2.8816,11.7883,13.8811,9.0084,8.5153,3.4992,15.8781,10.2453,0.1425,26.7798
1/6/2017,29.478,4.6806,2.9137,11.9197,14.0358,9.1088,8.4813,3.4852,15.9419,10.2043,0.1425,26.7798
1/9/2017,29.748,4.7235,2.9404,12.0289,14.1644,9.1923,8.5856,3.5281,15.748,10.3299,0.1425,26.7798
1/10/2017,29.778,4.7283,2.9434,12.041,14.1787,9.2015,8.5972,3.5329,15.7268,10.3438,0.1425,26.7798
1/11/2017,29.938,4.7537,2.9592,12.1057,14.2549,9.251,8.6591,3.5583,15.6145,10.4183,0.1425,26.7798
1/12/2017,29.813,4.7338,2.9468,12.0552,14.1953,9.2124,8.6108,3.5384,15.7021,10.3601,0.1425,26.7798
1/13/2017,29.76,4.7255,2.9417,12.0339,14.1703,9.1961,8.5905,3.5301,15.7392,10.3357,0.1425,26.7798
1/16/2017,29.76,4.7255,2.9417,12.0339,14.1703,9.1961,8.5905,3.5301,15.7392,10.3357,0.1425,26.7798
1/17/2017,30,4.7636,2.9654,12.131,14.2846,9.2703,8.6832,3.5682,15.571,10.4473,0.1425,26.7798
1/18/2017,29.998,4.7632,2.9651,12.13,14.2834,9.2695,8.6823,3.5678,15.5727,10.4462,0.1425,26.7798
1/19/2017,29.945,4.7548,2.9599,12.1087,14.2584,9.2533,8.662,3.5595,15.6092,10.4217,0.1425,26.7798
1/20/2017,30,4.7636,2.9654,12.131,14.2846,9.2703,8.6832,3.5682,15.571,10.4473,0.1425,26.7798
1/23/2017,30.02,4.7668,2.9674,12.1391,14.2941,9.2765,8.691,3.5714,15.5572,10.4566,0.1425,26.7798
1/24/2017,29.993,4.7624,2.9646,12.128,14.281,9.268,8.6803,3.567,15.5762,10.4438,0.1425,26.7798
1/25/2017,30.47,4.8382,3.0118,12.321,14.5084,9.4155,8.8649,3.6429,15.2519,10.6659,0.1425,26.7798
1/26/2017,30.485,4.8406,3.0133,12.3271,14.5155,9.4202,8.8707,3.6453,15.2419,10.6729,0.1425,26.7798
1/27/2017,30.488,4.841,3.0136,12.3281,14.5167,9.4209,8.8717,3.6457,15.2402,10.6741,0.1425,26.7798
1/30/2017,30.408,4.8283,3.0057,12.2958,14.4786,9.3962,8.8408,3.633,15.2936,10.6369,0.1425,26.7798
1/31/2017,30.338,4.8172,2.9987,12.2675,14.4453,9.3746,8.8137,3.6218,15.3405,10.6043,0.1425,26.7798
2/1/2017,32.188,5.1109,3.1816,13.0155,15.3262,9.9463,9.5022,3.9048,14.229,11.4327,0.1425,26.7798
2/2/2017,32.133,5.1022,3.1762,12.9933,15.3,9.9293,9.481,3.896,14.2608,11.4071,0.1425,26.7798
2/3/2017,32.27,5.124,3.1898,13.0489,15.3655,9.9717,9.534,3.9178,14.1815,11.471,0.1425,26.7798
2/6/2017,32.573,5.1721,3.2197,13.1712,15.5095,10.0652,9.6507,3.9658,14.01,11.6114,0.1425,26.7798
2/7/2017,32.883,5.2213,3.2503,13.2966,15.6571,10.161,9.7703,4.0149,13.8386,11.7552,0.1425,26.7798
2/8/2017,33.01,5.2415,3.2629,13.3481,15.7178,10.2004,9.8195,4.0351,13.7692,11.8144,0.1425,26.7798
2/9/2017,33.105,5.2566,3.2723,13.3865,15.7631,10.2298,9.8561,4.0502,13.7181,11.8585,0.1425,26.7798
